ACSSF,2012e1,dc,000,0174,0000001,7278,4719,1164,828,462,98.7,90.2,89.0,91.2,,,,,,,,,93.3,6.7,2.4,0.1,1.6,0.5,0.0,0.3,1.8,91.3,8.7,1.5,0.2,0.3,0.0,0.0,4.0,1.0,1.6,10.0,6.2
ACSSF,2012e1,dc,000,0174,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000006,7278,4719,,,,,,,,,,,,,,,,93.3,6.7,2.4,0.1,1.6,0.5,0.0,0.3,1.8,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0174,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
