ACSSF,2012e1,dc,000,0006,0000001,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000002,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000003,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000004,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000005,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000006,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000007,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000008,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000009,632323,569597,62726,8486,4267,1850,3681,31467,777,3242,2256,746,916,23484,46,7641,1401,299,408,2163,1356,236,1334,104,196,144,5334,1114,394,0,3826,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726,27682,4938,692,141,0,26742,2531,1269,1262,632323,569597,62726,632323,569597,62726,8486,4267,1850,3681,31467,7641,5334,632323,569597,222975,308286,1566,21717,54,1659,13340,1385,11955,62726
ACSSF,2012e1,dc,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108726,101561,7165,108726,101561,7165,943,1090,1068,231,930,2234,669,108726,101561,82110,8246,366,6988,0,85,3766,127,3639,7165
ACSSF,2012e1,dc,000,0006,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123326,94327,23686,64697,299,2994,0,300,2351,39,2312,28999,11919,1895,476,0,0,14041,668,353,315,123326,94327,28999,123326,94327,28999,2541,1500,126,490,20488,1700,2154,123326,94327,23686,64697,299,2994,0,300,2351,39,2312,28999
ACSSF,2012e1,dc,000,0006,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118671,111488,35054,72071,228,2002,0,293,1840,106,1734,7183,1810,1163,0,107,0,3548,555,464,91,118671,111488,7183,118671,111488,7183,624,611,21,834,3097,1172,824,118671,111488,35054,72071,228,2002,0,293,1840,106,1734,7183
