ACSSF,2012e1,dc,000,0178,0000001,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000002,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000003,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000004,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000005,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000006,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000007,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000008,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000009,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
ACSSF,2012e1,dc,000,0178,0000010,26039,18975,7003,11972,7064,2026,5038,26039,9029,17010,4729,177,4552,51606,3964,47642,51606,1175,50431,51606,6194,45412,46877,872,46005,51606,2908,48698,51606,320,51286,108044,11351,96693,108044,11241,96803,108044,10812,97232,108044,7004,101040,108044,8590,99454,108044,5675,102369,108044,10464,97580,108044,10385,97659,108044,10553,97491
ACSSF,2012e1,dc,000,0178,0000011,21029,16631,6628,10003,4398,1406,2992,21029,8034,12995,3520,98,3422,48606,3665,44941,48606,1588,47018,48606,14781,33825,45086,3911,41175,48606,3361,45245,48606,620,47986,122370,24607,97763,122370,22904,99466,122370,23202,99168,122370,18009,104361,122370,19617,102753,122370,15781,106589,122370,21159,101211,122370,16945,105425,122370,16380,105990
ACSSF,2012e1,dc,000,0178,0000012,23103,18945,6156,12789,4158,1443,2715,23103,7599,15504,5419,391,5028,50457,2680,47777,50457,1043,49414,50457,15651,34806,45038,2134,42904,50457,2613,47844,50457,1427,49030,114176,17612,96564,114176,17293,96883,114176,16480,97696,114176,13760,100416,114176,14969,99207,114176,11811,102365,114176,14418,99758,114176,14798,99378,114176,14762,99414
ACSSF,2012e1,dc,000,0178,0000013,15203,10875,4561,6314,4328,1416,2912,15203,5977,9226,11400,682,10718,67148,6752,60396,67148,2573,64575,67148,39799,27349,55748,2913,52835,67148,5800,61348,67148,3718,63430,134441,15280,119161,134441,14637,119804,134441,14684,119757,134441,12125,122316,134441,13149,121292,134441,11365,123076,134441,12895,121546,134441,13811,120630,134441,13305,121136
ACSSF,2012e1,dc,000,0178,0000014,25307,21678,7810,13868,3629,896,2733,25307,8706,16601,8517,356,8161,82430,7037,75393,82430,4083,78347,82430,16709,65721,73913,2613,71300,82430,4517,77913,82430,1194,81236,142349,23742,118607,142349,23253,119096,142349,22763,119586,142349,19683,122666,142349,21291,121058,142349,18917,123432,142349,20971,121378,142349,21944,120405,142349,21559,120790
ACSSF,2012e1,dc,000,0178,0000015,110681,87104,32158,54946,23577,7187,16390,110681,39345,71336,33585,1704,31881,300247,24098,276149,300247,10462,289785,300247,93134,207113,266662,12443,254219,300247,19199,281048,300247,7279,292968,621380,92592,528788,621380,89328,532052,621380,87941,533439,621380,70581,550799,621380,77616,543764,621380,63549,557831,621380,79907,541473,621380,77883,543497,621380,76559,544821
