ACSSF,2012e1,dc,000,0039,0000001,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000002,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000003,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000004,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000005,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000006,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000007,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000008,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000009,9307860,6139980,6139980,.,3167880,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,12440,4532,1255,5633,4368,18396,721,341,360,872,2155,2852,2950,3875,2402,1274,152,0,265,177,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,11738,3466,1657,7342,4798,38795,250,113,280,538,929,3373,5025,5514,8150,6854,1809,655,3085,2220,16845,314,66,228,752,1063,1252,1228,3336,2971,2606,974,369,723,963,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,815900,302150,117705,524155,342815,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,111088,1813,3511,4226,8888,7095,15138,14228,16008,11953,28228,18396,721,341,360,872,2155,2852,2950,3875,2402,1868,125890,1794,2850,3515,6805,6245,12779,15987,27303,19611,29001,55640,564,179,508,1290,1992,4625,6253,8850,11121,20258,9307860,190550,257290,282305,650685,600405,1130820,1221930,1693940,1177205,2102725
ACSSF,2012e1,dc,000,0039,0000010,1567140,1080440,1080440,.,486700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567140,2415,12900,11210,35805,62945,205050,208495,417310,332105,182730,35440,7585,36150,17010,56117,242,448,436,1196,1894,5709,7599,13753,11955,12885,23293,139,404,392,756,1124,2783,3448,5371,3437,5439,3746,0,0,0,0,0,268,969,769,1429,311,21098,0,44,44,379,551,2070,2501,5680,5944,3885,7980,103,0,0,61,219,588,681,1933,1145,3250,1567140,2415,12900,11210,35805,62945,205050,208495,417310,332105,278910
ACSSF,2012e1,dc,000,0039,0000011,2096790,1428145,1428145,.,668645,63644,1411,1641,2180,4255,4030,8150,8732,10053,6269,6589,2981,775,3653,2925,23840,392,921,875,2345,1467,3292,3313,2422,2241,2891,1398,44,1169,1070,4681,431,0,305,167,925,676,665,884,81,324,50,0,104,69,29018,495,720,960,1713,1025,3769,3801,6010,3032,3045,863,317,1634,1634,2645,0,0,0,0,44,222,589,193,423,112,125,301,594,42,3460,93,0,40,30,569,191,364,544,492,217,545,113,152,110,2096790,58755,60530,80350,153260,129735,272830,295460,348105,187245,197650,93885,19980,118710,80295,63644,1411,1641,2180,4255,4030,8150,8732,10053,6269,16923,23840,392,921,875,2345,1467,3292,3313,2422,2241,6572,4681,431,0,305,167,925,676,665,884,81,547,29018,495,720,960,1713,1025,3769,3801,6010,3032,7493,6105,93,0,40,30,613,413,953,737,915,2311,2096790,58755,60530,80350,153260,129735,272830,295460,348105,187245,510520
