ACSSF,2012e1,dc,000,0129,0000001,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000002,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000003,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000004,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000005,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000006,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000007,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000008,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000009,326957,208,10668,4116,1641,15412,10682,14367,16628,70682,66389,32087,30264,53813,195837,155,2017,1744,351,1725,1660,11172,9692,52162,45868,8323,20707,40261,50307,0,0,0,0,652,498,112,740,8584,11804,19170,4057,4690,58129,53,391,974,914,12111,2521,2650,5508,9037,7694,4021,4023,8232,10261,0,7516,319,0,24,207,84,375,319,378,252,455,332,12423,0,744,1079,376,900,5796,349,313,580,645,321,1022,298
ACSSF,2012e1,dc,000,0129,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
