ACSSF,2012e1,dc,000,0176,0000001,796394,55373,741021,796394,781265,97126,684139,15129,796394,781265,72341,708924,15129,783989,6828,777161
ACSSF,2012e1,dc,000,0176,0000002,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000003,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000004,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000005,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000006,796394,55373,741021,796394,781265,97126,684139,15129,796394,781265,72341,708924,15129,783989,6828,777161
ACSSF,2012e1,dc,000,0176,0000007,796394,55373,741021,796394,781265,97126,684139,15129,796394,781265,72341,708924,15129,783989,6828,777161
ACSSF,2012e1,dc,000,0176,0000008,796394,55373,741021,796394,781265,97126,684139,15129,796394,781265,72341,708924,15129,783989,6828,777161
ACSSF,2012e1,dc,000,0176,0000009,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000010,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000011,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000012,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000013,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000014,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0176,0000015,,,,,,,,,,,,,,,,
