ACSSF,2012e1,dc,000,0023,0000001,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000002,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000003,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000004,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000005,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000006,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000007,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000008,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000009,624847,31526,70450,23631,59709,75158,63720,44527,41069,37918,37710,34811,32717,22363,17492,32046,500267,25201,62548,13686,32352,50499,49050,36154,34773,33764,33689,29750,29694,21461,16729,30917,61992,4190,5164,2292,13081,11565,7309,4179,3487,2069,2097,3190,1864,455,305,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,7291,12814,10444,5749,3694,2648,1639,1869,1485,895,447,261,286,8758,333,232,362,1462,2650,1612,500,161,446,55,386,264,0,197,98,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98
ACSSF,2012e1,dc,000,0023,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107387,5005,10255,18278,18664,13756,13061,11257,8746,8365,82149,3938,9485,5992,13261,11227,11430,10586,8225,8005,9673,555,600,4507,1967,1249,312,370,0,113,0,0,0,0,0,0,0,0,0,0,13388,512,149,7202,2194,1212,1281,110,481,247,2177,0,21,577,1242,68,38,191,40,0
