ACSSF,2012e1,dc,000,0055,0000001,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,266662,8255,258407,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000002,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000003,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000004,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000005,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000006,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000007,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000008,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000009,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
ACSSF,2012e1,dc,000,0055,0000010,46877,20893,11229,3983,3803,1487,313,78,25984,19598,4934,676,287,109,261,119,,,,46877,20893,11229,3983,3803,1878,25984,19598,4934,676,287,489
ACSSF,2012e1,dc,000,0055,0000011,45086,22866,9767,5221,3863,2149,1204,662,22220,16462,3750,770,980,227,31,0,,,,45086,22866,9767,5221,3863,4015,22220,16462,3750,770,980,258
ACSSF,2012e1,dc,000,0055,0000012,45038,21382,9762,4665,3615,1832,591,917,23656,18495,3607,848,487,147,72,0,,,,45038,21382,9762,4665,3615,3340,23656,18495,3607,848,487,219
ACSSF,2012e1,dc,000,0055,0000013,55748,28805,11477,8210,5465,1768,1019,866,26943,24622,1991,217,56,57,0,0,,,,55748,28805,11477,8210,5465,3653,26943,24622,1991,217,56,57
ACSSF,2012e1,dc,000,0055,0000014,73913,18547,11124,4479,1308,1085,430,121,55366,42902,10143,1697,362,262,0,0,,,,73913,18547,11124,4479,1308,1636,55366,42902,10143,1697,362,262
ACSSF,2012e1,dc,000,0055,0000015,266662,112493,53359,26558,18054,8321,3557,2644,154169,122079,24425,4208,2172,802,364,119,,,,266662,112493,53359,26558,18054,14522,154169,122079,24425,4208,2172,1285
