ACSSF,2012e1,dc,000,0062,0000001,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000002,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000003,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000004,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000005,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000006,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000007,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000008,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000009,59109,19001,1752,1323,446,760,868,800,690,245,493,269,1232,783,1341,1799,3775,2425,40108,241860,55307,5832,9145,4058,36272,186553,301866,83232,11730,26799,19060,25643,218634,2240,868,0,191,0,677,1372,21141,6455,416,836,189,5014,14686,,,,,,,,27160,8570,1527,1882,2870,2291,18590,14161,5305,1257,1183,647,2218,8856,215913,47192,4498,7421,2168,33105,168721,59109,19001,3075,4571,5155,6200,40108
ACSSF,2012e1,dc,000,0062,0000010,,,,,,,,,,,,,,,,,,,,85050,24717,2631,5251,2175,14660,60333,,,,,,,,,,,,,,,6803,2876,204,211,22,2439,3927,,,,,,,,,,,,,,,3400,1990,637,276,285,792,1410,79576,22448,2631,4961,1620,13236,57128,6667,2938,0,399,555,1984,3729
