ACSSF,2013e1,dc,000,0006,0000001,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000002,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000003,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000004,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000005,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000006,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000007,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000008,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000009,646449,580889,65560,9675,4623,2445,3942,24741,998,2793,923,1096,869,18062,0,14632,2795,1905,530,4013,1727,433,1870,689,670,0,5502,2308,633,0,2561,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560,33816,5375,415,741,0,20476,4737,1891,2846,646449,580889,65560,646449,580889,65560,9675,4623,2445,3942,24741,14632,5502,646449,580889,230264,310129,857,22222,104,1205,16108,1556,14552,65560
ACSSF,2013e1,dc,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105713,93927,11786,105713,93927,11786,2013,803,573,84,1673,4738,1902,105713,93927,75498,7744,0,5746,0,337,4602,640,3962,11786
