ACSSF,2013e1,dc,000,0170,0000001,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000002,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000003,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000004,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000005,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000006,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000007,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000008,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000009,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
ACSSF,2013e1,dc,000,0170,0000010,26181,18452,5711,12741,7729,2237,5492,26181,7948,18233,3827,98,3729,49240,1312,47928,49240,1402,47838,49240,3770,45470,45413,586,44827,49240,412,48828,49240,448,48792,104913,16813,88100,104913,15660,89253,104913,16487,88426,104913,10866,94047,104913,12620,92293,104913,10574,94339,104913,15162,89751,104913,14966,89947,104913,15526,89387,45413,1154,44259,45413,1019,44394,1019,44394,1066,44347,45413,1807,1807,1807,11006,34257
ACSSF,2013e1,dc,000,0170,0000011,21955,16800,6173,10627,5155,1597,3558,21955,7770,14185,4508,228,4280,50794,4576,46218,50794,1977,48817,50794,14554,36240,46286,3286,43000,50794,3939,46855,50794,1330,49464,122298,22624,99674,122298,21674,100624,122298,21818,100480,122298,18779,103519,122298,20056,102242,122298,17419,104879,122298,19463,102835,122298,19777,102521,122298,19835,102463,46286,2890,43396,46286,2046,44240,2042,44244,2545,43741,46286,2763,2763,2763,7908,37753
ACSSF,2013e1,dc,000,0170,0000012,22033,17119,5267,11852,4914,1235,3679,22033,6502,15531,4808,491,4317,50990,2530,48460,50990,865,50125,50990,14173,36817,46182,1212,44970,50990,2219,48771,50990,1692,49298,108712,18283,90429,108712,17564,91148,108712,17241,91471,108712,14141,94571,108712,15033,93679,108712,13134,95578,108712,14534,94178,108712,15866,92846,108712,16041,92671,46182,1735,44447,46182,1274,44908,1340,44842,1601,44581,46182,1034,1034,1034,7131,38964
ACSSF,2013e1,dc,000,0170,0000013,15772,11372,4143,7229,4400,1297,3103,15772,5440,10332,10715,585,10130,67861,5412,62449,67861,1576,66285,67861,41215,26646,57146,2248,54898,67861,4190,63671,67861,2923,64938,146347,19756,126591,146347,18067,128280,146347,18779,127568,146347,14973,131374,146347,16057,130290,146347,14428,131919,146347,15817,130530,146347,16631,129716,146347,16200,130147,57146,3387,53759,57146,1844,55302,2033,55113,2413,54733,57146,1828,1828,1828,6335,50433
ACSSF,2013e1,dc,000,0170,0000014,24572,20528,5915,14613,4044,727,3317,24572,6642,17930,7466,639,6827,84090,5923,78167,84090,3101,80989,84090,15670,68420,76624,1104,75520,84090,2867,81223,84090,1908,82182,153563,22855,130708,153563,21885,131678,153563,22271,131292,153563,18817,134746,153563,20451,133112,153563,19166,134397,153563,20996,132567,153563,21409,132154,153563,20880,132683,76624,2872,73752,76624,1730,74894,2169,74455,2308,74316,76624,2349,2349,2349,15447,61016
ACSSF,2013e1,dc,000,0170,0000015,110513,84271,27209,57062,26242,7093,19149,110513,34302,76211,31324,2041,29283,302975,19753,283222,302975,8921,294054,302975,89382,213593,271651,8436,263215,302975,13627,289348,302975,8301,294674,635833,100331,535502,635833,94850,540983,635833,96596,539237,635833,77576,558257,635833,84217,551616,635833,74721,561112,635833,85972,549861,635833,88649,547184,635833,88482,547351,271651,12038,259613,271651,7913,263738,8603,263048,9933,261718,271651,9781,9781,9781,47827,222423
