ACSSF,2013e1,dc,000,0099,0000001,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000002,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000003,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000004,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000005,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000006,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000007,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000008,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000009,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
ACSSF,2013e1,dc,000,0099,0000010,45413,438,144,294,44975,15037,29938,,,,,,,,,,,,,,,,,,,,,,,,,,,,45413,438,151,287,44975,3275,41700,37897,308,37589,,,,,,,2627,0,2627,,,,,,,1449,130,1319,35207,308,34899,3890,0,3890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120511,40083,121374,45413,438,84,354,44975,4607,40368,45413,438,44975
ACSSF,2013e1,dc,000,0099,0000011,46286,5808,2412,3396,40478,12975,27503,46286,5808,2956,1536,1378,319,1059,42,2852,421,458,244,214,1973,40478,9540,6173,3191,905,2286,176,30938,6499,4391,2103,2288,20048,46286,5808,2221,3587,40478,3480,36998,15413,1145,14268,25222,3950,21272,,,,1345,161,1184,,,,3320,552,2768,,,,11678,230,11448,7638,1576,6062,24047,3793,1957,158,852,767,719,48,180,0,180,1836,563,208,194,107,54,1273,224,624,425,0,20254,12672,1330,2568,7472,6802,670,1302,1252,50,7582,3008,240,957,1505,306,4574,208,3015,1022,329,61232,26059,68830,46286,5808,2191,3617,40478,5955,34523,46286,5808,40478
ACSSF,2013e1,dc,000,0099,0000012,46182,7851,2740,5111,38331,11610,26721,46182,7851,3406,540,2866,510,2356,0,4445,469,1231,325,906,2745,38331,6694,4749,1862,524,1338,83,31637,5863,2877,469,2408,22897,46182,7851,4800,3051,38331,2814,35517,18572,305,18267,24961,7122,17839,,,,,,,,,,785,390,395,,,,17373,305,17068,2711,465,2246,20457,5106,1009,121,477,307,224,83,104,104,0,4097,835,320,515,0,0,3262,1568,935,538,221,15351,10612,825,2436,6740,6414,326,611,533,78,4739,993,0,807,186,0,3746,367,1954,1084,341,75621,15054,89001,46182,7851,4198,3653,38331,5410,32921,46182,7851,38331
ACSSF,2013e1,dc,000,0099,0000013,57146,22780,5269,17511,34366,12085,22281,57146,22780,11562,784,10628,1134,9494,150,11218,650,4755,512,4243,5813,34366,9109,2573,6455,1291,5164,81,25257,4168,4937,963,3974,16152,57146,22780,12204,10576,34366,5749,28617,1718,342,1376,54158,22165,31993,,,,,,,,,,,,,,,,1020,135,885,1486,510,976,34950,16817,1434,423,545,132,80,52,334,334,0,15383,1646,595,769,232,50,13737,5078,6515,1966,178,18133,6741,1420,2249,2592,2284,308,480,480,0,11392,2254,318,1458,425,53,9138,1087,5265,2244,542,33120,15966,44241,57146,22780,10155,12625,34366,9324,25042,57146,22780,34366
ACSSF,2013e1,dc,000,0099,0000014,76624,5735,2390,3345,70889,12377,58512,76624,5735,2158,235,1923,124,1799,0,3577,462,531,0,531,2584,70889,5361,3238,2093,849,1244,30,65528,10556,1807,250,1557,53165,76624,5735,3673,2062,70889,7005,63884,49016,882,48134,16702,4490,12212,,,,5278,191,5087,,,,,,,3497,172,3325,44823,380,44443,7158,502,6656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84623,11894,90413,76624,5735,2717,3018,70889,6037,64852,76624,5735,70889
ACSSF,2013e1,dc,000,0099,0000015,271651,42612,12955,29657,229039,64084,164955,271651,42612,20082,3095,16795,2087,14708,192,22530,2002,6975,1081,5894,13553,229039,39946,23810,15702,4275,11427,434,189093,36898,15190,4326,10864,137005,271651,42612,23049,19563,229039,22323,206716,122616,2982,119634,123560,37727,85833,,,,9951,386,9565,,,,7461,1113,6348,7451,361,7090,110101,1358,108743,22883,3053,19830,120467,28867,5097,1164,1936,1379,1196,183,618,438,180,23770,3168,1123,1602,339,104,20602,7494,9528,3181,399,91600,60708,5262,13679,37667,35433,2234,4100,3875,225,30892,8601,558,4906,2778,359,22291,2417,12753,5828,1293,67572,16132,81959,271651,42612,19345,23267,229039,31333,197706,271651,42612,229039
