ACSSF,2013e1,dc,000,0089,0000001,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000002,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000003,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000004,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000005,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000006,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000007,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000008,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000009,12233920800,6172510600,3357434500,2889724600,467709900,2815076200,2669170800,145905400,6061410200,4065359300,3374360000,690999300,1996050900,1882693400,113357500,45477,73229,23845,38404,46185,,27052,40080,78379,34017,29398757700,19338366700,7523313700,48850300,1060542500,,586510300,835475800,18047780900,2230138300,550110,257524,129122,0,129122,154,158,376,650,1122,1337,2785,963,3223,1525,4385,5392,4648,8707,4392,7868,12279,8700,18279,42179,128402,29541,98861,16589,8123,8332,11002,8896,3562,3471,2788,4377,2303,3472,2659,2266,2448,1787,2215,2273,2179,3332,6787,292586,124514,0,124514,143,514,327,646,852,399,2456,2485,1310,2034,4295,6022,5109,9098,8027,7062,12897,11761,20419,28658,168072,35454,132618,17026,12560,12055,13480,10438,6555,6585,4722,4428,4070,6088,6488,4077,4214,2590,3285,3504,1931,3882,4640,40397,42960,70283,11513,36177,62885,12786
ACSSF,2013e1,dc,000,0089,0000010,2512115800,1051678800,628064600,413277000,214787500,423614300,393890700,29723600,1460437000,1070724900,823469100,247255800,389712100,342497600,47214400,81712,89630,69538,,51479,,60875,24580,,,8637995400,7520084300,547126500,,306455200,,113897100,150432300,7117104900,541619100,91801,40685,21547,0,21547,0,0,33,350,21,125,248,0,216,96,131,245,177,588,839,467,901,1069,2481,13560,19138,2482,16656,3049,1533,1428,683,794,155,555,383,204,230,485,384,0,256,329,214,402,875,997,3700,51116,23829,0,23829,108,0,0,25,187,0,102,92,202,270,174,170,537,724,1258,785,2543,1927,4541,10184,27287,4925,22362,4351,2051,1918,924,923,359,549,611,900,239,799,1302,810,755,555,337,1124,443,1094,2318,67322,83496,122498,18355,56687,86112,17934
