ACSSF,2013e1,dc,000,0154,0000001,40298
ACSSF,2013e1,dc,000,0154,0000002,40298
ACSSF,2013e1,dc,000,0154,0000003,40298
ACSSF,2013e1,dc,000,0154,0000004,40298
ACSSF,2013e1,dc,000,0154,0000005,40298
ACSSF,2013e1,dc,000,0154,0000006,40298
ACSSF,2013e1,dc,000,0154,0000007,40298
ACSSF,2013e1,dc,000,0154,0000008,40298
ACSSF,2013e1,dc,000,0154,0000009,40298
ACSSF,2013e1,dc,000,0154,0000010,9105
ACSSF,2013e1,dc,000,0154,0000011,3611
ACSSF,2013e1,dc,000,0154,0000012,7722
ACSSF,2013e1,dc,000,0154,0000013,4988
ACSSF,2013e1,dc,000,0154,0000014,14872
ACSSF,2013e1,dc,000,0154,0000015,40298
