ACSSF,2013e1,dc,000,0027,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104789,78441,21847,12293,12293,0,9554,0,9554,0,9554,3990,574,4100,890,4501,0,0,4501,,,,,,,,,,,,,,,,,,,,,,,,,,,104789,78441,21847,12293,9554,0,9554,0,9554,4501,0,4501,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121114,103233,16141,9535,9535,0,6606,0,6606,0,6606,2399,246,2892,1069,1740,0,0,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,121114,103233,16141,9535,6606,0,6606,0,6606,1740,0,1740,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111699,89764,20989,12472,12472,0,8517,0,8517,0,8517,1430,339,6238,510,946,0,0,946,,,,,,,,,,,,,,,,,,,,,,,,,,,111699,89764,20989,12472,8517,0,8517,0,8517,946,0,946,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146917,127524,19124,14185,4939,0,4939,0,4939,269,0,269,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152016,110996,37387,20432,20432,0,16955,0,16955,0,16955,5170,1117,8884,1784,3633,62,0,3571,,,,,,,,,,,,,,,,,,,,,,,,,,,152016,110996,37387,20432,16955,0,16955,0,16955,3633,62,3571,,,,,,,,,
ACSSF,2013e1,dc,000,0027,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,68917,0,46571,0,46571,0,46571,13532,2440,25901,4698,11089,62,0,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,
