ACSSF,2013e1,dc,000,0165,0000001,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000002,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000003,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000004,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000005,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000006,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000007,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000008,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000009,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860,229602,1907,179646,48049,66258,,,,,,,20981,20646,340,17906,2400,335,,,,,,,21451,16027,416,13607,2004,5424,19257,18675,24,17863,788,582,214813,210021,316,200364,9341,4792,63440,55323,901,48373,6049,8117
ACSSF,2013e1,dc,000,0165,0000010,45413,43915,43530,4499,39139,281,5397,104,1498,45413,41606,271,5668,3100,2568,21995,12744,9251,5362,3633,1729,566,264,302,5577,3431,2146,2167,1274,2533,45413,43915,179,41300,2436,1498,45413,2306,0,1759,547,1275,59,847,369,2025,0,1482,543,3534,66,2613,855,4682,0,4416,266,31591,146,30218,1227,96608,16315,16315,0,16095,220,0,64513,64341,54,61019,3268,172,15780,14400,125,13767,508,1380,72360,1151,692,0,565,127,459,7780,7437,66,6916,455,343,63429,62679,113,60418,2148,750,81788,59543,57254,56906,54,54332,2520,348,2289,2289,0,2239,50,0,22245,21041,125,19710,1206,1204,96608,95056,179,90881,86909,54470,32439,3972,3996,1552,78213,76732,179,73766,2787,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70522,69352,179,66386,2787,1170,,,,,,
