ACSSF,2013e1,dc,000,0047,0000001,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,41828,14483,4766,16743,15876,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,8280,1553,464,1522,2153,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,57571,9625,3284,8492,13203,46392,427,248,379,956,906,2092,2486,6874,10781,11735,2141,1106,2773,3488,26786,299,167,426,697,1035,1702,3075,4089,5084,6828,464,289,1560,1071,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,93696,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,13972,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,92175,73178,726,415,805,1653,1941,3794,5561,10963,15865,31455
ACSSF,2013e1,dc,000,0047,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0047,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0047,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0047,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0047,0000006,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,41828,14483,4766,16743,15876,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,8280,1553,464,1522,2153,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,57571,9625,3284,8492,13203,46392,427,248,379,956,906,2092,2486,6874,10781,11735,2141,1106,2773,3488,26786,299,167,426,697,1035,1702,3075,4089,5084,6828,464,289,1560,1071,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,93696,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,13972,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,92175,73178,726,415,805,1653,1941,3794,5561,10963,15865,31455
ACSSF,2013e1,dc,000,0047,0000007,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,41828,14483,4766,16743,15876,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,8280,1553,464,1522,2153,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,57571,9625,3284,8492,13203,46392,427,248,379,956,906,2092,2486,6874,10781,11735,2141,1106,2773,3488,26786,299,167,426,697,1035,1702,3075,4089,5084,6828,464,289,1560,1071,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,93696,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,13972,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,92175,73178,726,415,805,1653,1941,3794,5561,10963,15865,31455
ACSSF,2013e1,dc,000,0047,0000008,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,41828,14483,4766,16743,15876,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,8280,1553,464,1522,2153,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,57571,9625,3284,8492,13203,46392,427,248,379,956,906,2092,2486,6874,10781,11735,2141,1106,2773,3488,26786,299,167,426,697,1035,1702,3075,4089,5084,6828,464,289,1560,1071,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,333043,9247,8080,14774,20050,27582,36928,43384,40824,38478,93696,72349,1605,1098,3596,5300,6612,10180,10522,10618,8846,13972,306122,1921,2215,6532,11570,18836,28132,39044,48143,57554,92175,73178,726,415,805,1653,1941,3794,5561,10963,15865,31455
ACSSF,2013e1,dc,000,0047,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0047,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
