ACSSF,2013e1,dc,000,0049,0000001,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,39958,17990,15053,4863,2052,26556,7813,10082,5820,2841,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,4917,1485,2863,306122,87294,1247,192601,24905,75,1973,1567,17816,46392,5430,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,784692,7785,15222,29449,52577,74618,42239,131003,35904,55333,141137,138427,60998,799166,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,66514,25803,25135,10683,4893,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,9265,306122,46392,26786,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,784692,23007,29449,52577,74618,42239,131003,91237,141137,199425
ACSSF,2013e1,dc,000,0049,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000006,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,39958,17990,15053,4863,2052,26556,7813,10082,5820,2841,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,4917,1485,2863,306122,87294,1247,192601,24905,75,1973,1567,17816,46392,5430,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,784692,7785,15222,29449,52577,74618,42239,131003,35904,55333,141137,138427,60998,799166,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,66514,25803,25135,10683,4893,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,9265,306122,46392,26786,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,784692,23007,29449,52577,74618,42239,131003,91237,141137,199425
ACSSF,2013e1,dc,000,0049,0000007,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,39958,17990,15053,4863,2052,26556,7813,10082,5820,2841,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,4917,1485,2863,306122,87294,1247,192601,24905,75,1973,1567,17816,46392,5430,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,784692,7785,15222,29449,52577,74618,42239,131003,35904,55333,141137,138427,60998,799166,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,66514,25803,25135,10683,4893,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,9265,306122,46392,26786,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,784692,23007,29449,52577,74618,42239,131003,91237,141137,199425
ACSSF,2013e1,dc,000,0049,0000008,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,39958,17990,15053,4863,2052,26556,7813,10082,5820,2841,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,4917,1485,2863,306122,87294,1247,192601,24905,75,1973,1567,17816,46392,5430,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,126242,28266,9909,31090,35791,784692,7785,15222,29449,52577,74618,42239,131003,35904,55333,141137,138427,60998,799166,786667,99530,248075,273161,165901,332226,4749,91872,142934,92671,71935,2576,18683,29883,20793,302723,63486,107344,85857,46036,66514,25803,25135,10683,4893,13269,2916,5041,3804,1508,799166,405392,333043,72349,49167,13917,9265,306122,46392,26786,14474,784692,13499,11808,25707,38573,54971,79034,98511,110548,120743,231298,784692,23007,29449,52577,74618,42239,131003,91237,141137,199425
ACSSF,2013e1,dc,000,0049,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0049,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
