ACSSF,2013e1,dc,000,0001,0000001,10059,4456
ACSSF,2013e1,dc,000,0001,0000002,10059,4456
ACSSF,2013e1,dc,000,0001,0000003,10059,4456
ACSSF,2013e1,dc,000,0001,0000004,10059,4456
ACSSF,2013e1,dc,000,0001,0000005,10059,4456
ACSSF,2013e1,dc,000,0001,0000006,10059,4456
ACSSF,2013e1,dc,000,0001,0000007,10059,4456
ACSSF,2013e1,dc,000,0001,0000008,10059,4456
ACSSF,2013e1,dc,000,0001,0000009,10059,4456
ACSSF,2013e1,dc,000,0001,0000010,1579,645
ACSSF,2013e1,dc,000,0001,0000011,1879,763
ACSSF,2013e1,dc,000,0001,0000012,2108,904
ACSSF,2013e1,dc,000,0001,0000013,2126,982
ACSSF,2013e1,dc,000,0001,0000014,2367,1162
ACSSF,2013e1,dc,000,0001,0000015,10059,4456
