ACSSF,2013e1,dc,000,0153,0000001,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000002,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000003,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000004,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000005,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000006,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000007,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000008,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000009,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
ACSSF,2013e1,dc,000,0153,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0153,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0153,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0153,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0153,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013e1,dc,000,0153,0000015,271651,110513,46520,25016,3021,4123,3590,10770,0,16538,12627,694,571,1193,1453,0,19516,15200,298,1040,550,2428,0,10512,8187,319,410,227,1369,0,8507,6744,225,588,185,765,0,8920,8643,237,40,0,0,0,161138,130544,20269,21601,29110,13054,46510,0,11876,1858,1430,4682,830,3076,0,10834,1320,1273,3892,1053,3296,0,4659,675,514,1690,480,1300,0,2145,300,155,373,295,1022,0,1080,440,132,210,125,173,0
