ACSSF,2010e1,dc,000,0156,0000001,40021
ACSSF,2010e1,dc,000,0156,0000002,40021
ACSSF,2010e1,dc,000,0156,0000003,40021
ACSSF,2010e1,dc,000,0156,0000004,40021
ACSSF,2010e1,dc,000,0156,0000005,40021
ACSSF,2010e1,dc,000,0156,0000006,40021
ACSSF,2010e1,dc,000,0156,0000007,40021
ACSSF,2010e1,dc,000,0156,0000008,40021
ACSSF,2010e1,dc,000,0156,0000009,40021
ACSSF,2010e1,dc,000,0156,0000010,11646
ACSSF,2010e1,dc,000,0156,0000011,3479
ACSSF,2010e1,dc,000,0156,0000012,8765
ACSSF,2010e1,dc,000,0156,0000013,3906
ACSSF,2010e1,dc,000,0156,0000014,12225
ACSSF,2010e1,dc,000,0156,0000015,40021
