ACSSF,2010e1,dc,000,0173,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
ACSSF,2010e1,dc,000,0173,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19390,7426,2312,1231,656,575,515,566,2816,589,1063,1164,1048,254,361,433,1250,0,112,1138,0,5810,2500,1230,962,268,335,935,0,924,704,167,53,1302,274,226,802,1027,332,318,377,57,1058,71,343,293,351,0,618,618,0,4478,4227,263,0,78,185,1526,77,1033,416,2438,662,222,1554,251,251,0
ACSSF,2010e1,dc,000,0173,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0173,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0173,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0173,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20128,3150,917,609,499,110,62,246,1347,538,542,267,235,140,0,95,651,55,235,361,0,5064,1883,1280,1089,191,159,444,0,1448,731,91,626,1248,416,0,832,485,45,0,440,0,2866,1369,0,1214,218,65,630,451,179,8418,7708,1688,121,310,1257,4250,813,2767,670,1770,238,53,1479,710,710,0
ACSSF,2010e1,dc,000,0173,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81734,14288,4330,2425,1557,868,967,938,5141,1888,1748,1505,1580,599,361,620,3237,164,587,2486,0,15182,5314,3058,2552,506,711,1545,0,3344,1840,397,1107,4593,1637,1086,1870,1874,377,418,1079,57,13159,6273,540,3821,2343,182,1553,1374,179,37552,36042,7509,438,1996,5075,21549,3880,12679,4990,6984,900,518,5566,1510,1373,137
