ACSSF,2010e1,dc,000,0012,0000001,7657,3819
ACSSF,2010e1,dc,000,0012,0000002,7657,3819
ACSSF,2010e1,dc,000,0012,0000003,7657,3819
ACSSF,2010e1,dc,000,0012,0000004,7657,3819
ACSSF,2010e1,dc,000,0012,0000005,7657,3819
ACSSF,2010e1,dc,000,0012,0000006,7657,3819
ACSSF,2010e1,dc,000,0012,0000007,7657,3819
ACSSF,2010e1,dc,000,0012,0000008,7657,3819
ACSSF,2010e1,dc,000,0012,0000009,7657,3819
ACSSF,2010e1,dc,000,0012,0000010,1483,679
ACSSF,2010e1,dc,000,0012,0000011,1435,677
ACSSF,2010e1,dc,000,0012,0000012,1796,835
ACSSF,2010e1,dc,000,0012,0000013,1451,766
ACSSF,2010e1,dc,000,0012,0000014,1492,862
ACSSF,2010e1,dc,000,0012,0000015,7657,3819
