ACSSF,2010e1,dc,000,0113,0000001,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000002,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000003,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000004,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000005,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000006,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000007,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000008,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000009,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
ACSSF,2010e1,dc,000,0113,0000010,65633,76935,91888,101786,125294,58892,81588,84043,62253,89936,82119,100074,156875,75728,61035,150095,150095,.,23299,.,.,.,.,26706,23299,2813,45437,47184,32301,46149,.,45020,.,4741,.,4741,2499,55343,67187,76488,98174,65342,77179,97975,42025,49735,63061,46206,126582,41080,69632,51477,51912,.,22809,23343,.,.,.,28426,27178,6834,32274,23133,32906,.,.,.,.,.,.,.,.
ACSSF,2010e1,dc,000,0113,0000011,40560,40039,75571,75542,76540,67279,82216,81142,101855,90184,58008,29150,125833,56090,44508,120214,121201,.,20923,.,26744,19908,42031,20728,20647,45569,24476,24208,27003,30845,.,31356,31034,33139,45680,26201,33481,41430,55114,61435,66739,55436,73351,67330,37275,84063,48208,52551,83685,39571,69427,52010,53327,.,19499,24588,55835,32029,56182,23611,15702,25110,34960,35406,34664,.,.,.,.,31407,26934,32455,16590
ACSSF,2010e1,dc,000,0113,0000012,45724,46326,62753,79478,101099,73889,62974,68807,81327,2499,51165,18897,53465,46230,53193,111299,111492,.,27718,20230,36643,27268,81011,21150,33024,2499,31267,31487,30711,41250,.,17813,62982,43287,33154,40525,46629,43530,61671,69194,78415,51972,70296,75887,71718,51684,56461,36938,77311,50754,61315,68500,87417,31328,18318,30202,67910,30572,69767,20074,20244,13114,31612,18163,36301,27428,.,.,.,22223,.,21491,50585
ACSSF,2010e1,dc,000,0113,0000013,34648,34580,55170,57937,57996,52461,80183,62213,125361,.,41731,29268,45852,41662,42983,.,.,.,30178,40699,45391,31022,46549,27721,22858,22174,31680,16801,32174,39580,.,26301,44778,30325,26224,49071,21804,34736,47548,60360,55059,61105,83374,83313,.,83458,33314,32922,36824,32162,12090,39453,40452,38333,22774,30737,32100,31179,36602,22890,20047,6873,38595,30620,41370,90576,.,.,90576,35140,23586,36059,.
ACSSF,2010e1,dc,000,0113,0000014,57132,61748,75839,77054,78579,69723,72035,63277,90650,71810,75558,50789,130821,52169,66985,51957,150317,36469,22924,.,36232,27383,92920,21143,20452,17217,49857,62424,37435,31356,.,39553,22072,31927,22165,27405,48436,52396,65525,70823,74810,67394,64516,85858,.,59503,55455,35697,92077,42036,61103,53082,71181,31939,17974,.,65907,34327,.,18098,13640,12199,36161,29081,37603,3731,.,2499,4583,18444,19667,2499,.
ACSSF,2010e1,dc,000,0113,0000015,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160
