ACSSF,2010e1,dc,000,0077,0000001,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000002,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000003,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000004,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000005,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000006,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000007,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000008,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000009,569625,32591,5121,142,142,0,4979,3632,200,0,200,3432,2273,0,0,0,2273,3423,0,0,0,3423,18142,64,64,0,18078,67762,11136,1466,48,134,895,511,266,9670,10666,1572,113,96,1046,263,190,9094,7136,749,254,0,749,273,273,6387,7688,490,0,0,298,192,0,7198,31136,1433,185,57,1092,31,265,29703,469272,44731,9609,942,1919,4955,4194,1245,2712,35122,34137,10273,1804,1498,5357,5695,1798,4375,23864,31451,7761,1551,1173,3551,4091,1596,3081,23690,26406,3727,584,552,1279,2149,779,1446,22679,332547,28043,6818,4437,10468,15541,4573,10036,304504,594282,100990,6116,6116,1293,5247,0,94874,92565,52789,48371,2309,426175,37235,34546,14729,25344,2689,388940,349693,298291,66970,39247,67117,22836,22634,14555,21504,202,44281,43564,33155,40079,717,42192,23582,21788,30066,43056,45928,40761,569625,60988,11217,49771,48435,12045,36390,40860,8510,32350,37517,4217,33300,381825,29540,352285
ACSSF,2010e1,dc,000,0077,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109582,14172,447,447,447,0,0,13725,13446,13375,239,279,78509,2104,1839,1240,677,265,76405,72410,72165,1229,3995,16901,4560,4560,3261,4466,0,12341,12284,10223,11275,57,57663,25116,19190,26435,59414,75033,48210,97881,6127,803,5324,1936,336,1600,1188,130,1058,2392,395,1997,86238,5319,80919
