ACSSF,2010e1,dc,000,0166,0000001,5986,3819,1018,687,99.4,85.6,83.7,87.2,,,,,,,,,95.4,4.6,2.1,0.0,1.0,0.3,0.0,0.2,1.0,99.1,0.9,0.3,0.2,0.3,0.0,0.0,0.2,0.0,0.0,8.4,5.5
ACSSF,2010e1,dc,000,0166,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000006,5986,3819,,,,,,,,,,,,,,,95.4,4.6,2.1,0.0,1.0,0.3,0.0,0.2,1.0,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0166,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
