ACSSF,2010e1,dc,000,0011,0000001,784987,46746,738241,784987,770117,85326,684791,14870,784987,770117,61580,708537,14870,779710,6953,772757
ACSSF,2010e1,dc,000,0011,0000002,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000003,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000004,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000005,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000006,784987,46746,738241,784987,770117,85326,684791,14870,784987,770117,61580,708537,14870,779710,6953,772757
ACSSF,2010e1,dc,000,0011,0000007,784987,46746,738241,784987,770117,85326,684791,14870,784987,770117,61580,708537,14870,779710,6953,772757
ACSSF,2010e1,dc,000,0011,0000008,784987,46746,738241,784987,770117,85326,684791,14870,784987,770117,61580,708537,14870,779710,6953,772757
ACSSF,2010e1,dc,000,0011,0000009,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000010,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000011,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000012,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000013,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000014,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0011,0000015,,,,,,,,,,,,,,,,
