ACSSF,2010e1,dc,000,0043,0000001,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000002,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000003,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000004,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000005,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000006,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000007,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000008,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000009,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
ACSSF,2010e1,dc,000,0043,0000010,53368,323,224,389,2482,2840,5138,7652,12062,10601,7033,1591,426,1565,1042,53368,732,2056,3770,6372,9517,4378,12800,2188,4273,5472,1587,223,53368,323,224,389,2482,2840,5138,7652,12062,10601,11657,53368,2788,3770,6372,9517,4378,12800,6461,5472,1810
ACSSF,2010e1,dc,000,0043,0000011,58072,1123,1312,1612,5401,2354,8825,7868,10715,4240,6531,1385,835,2560,3311,58072,204,1675,2841,5989,10370,4407,13042,2525,3606,7614,4927,872,58072,1123,1312,1612,5401,2354,8825,7868,10715,4240,14622,58072,1879,2841,5989,10370,4407,13042,6131,7614,5799
ACSSF,2010e1,dc,000,0043,0000012,62528,1836,1062,2394,3585,3927,7803,7100,13342,9437,4584,1043,318,3503,2594,62528,1957,2070,5597,7573,9941,5054,11817,2185,3717,5833,5530,1254,62528,1836,1062,2394,3585,3927,7803,7100,13342,9437,12042,62528,4027,5597,7573,9941,5054,11817,5902,5833,6784
ACSSF,2010e1,dc,000,0043,0000013,39648,1578,1097,2386,4210,4328,6852,3710,5790,891,1334,1247,186,3019,3020,39648,401,1279,2426,3523,5396,2000,8642,1681,2028,5321,4693,2258,39648,1578,1097,2386,4210,4328,6852,3710,5790,891,8806,39648,1680,2426,3523,5396,2000,8642,3709,5321,6951
ACSSF,2010e1,dc,000,0043,0000014,68231,555,403,2364,2289,3205,6236,10549,15340,11972,9532,1117,496,1940,2233,68231,750,2673,7142,12880,12936,5007,12176,3274,2974,4520,2886,1013,68231,555,403,2364,2289,3205,6236,10549,15340,11972,15318,68231,3423,7142,12880,12936,5007,12176,6248,4520,3899
ACSSF,2010e1,dc,000,0043,0000015,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,29014,6383,2261,12587,12200,281847,4044,9753,21776,36337,48160,20846,58477,11853,16598,28760,19623,5620,281847,5415,4098,9145,17967,16654,34854,36879,57249,37141,62445,281847,13797,21776,36337,48160,20846,58477,28451,28760,25243
