ACSSF,2010e1,dc,000,0055,0000001,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000002,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000003,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000004,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000005,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000006,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000007,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000008,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000009,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
ACSSF,2010e1,dc,000,0055,0000010,,,,,,,,,,,,,,,,,,,,84655,24725,1420,586,539,675,468,434,356,863,370,914,311,327,468,531,11531,4932,59930,,,,,,,,,,,,,,,,,,,,,,,,,,,84655,24725,2006,4619,1637,16463,59930,,,,,,,
ACSSF,2010e1,dc,000,0055,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24063,6075,785,359,171,188,413,1125,208,268,122,220,159,106,534,623,490,304,17988,1827,477,0,105,224,148,1350,24747,3384,546,322,53,2463,21363,24063,6075,1144,2715,1422,794,17988
ACSSF,2010e1,dc,000,0055,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632,1029,289,412,45,283,1603,37059,8934,841,942,129,7022,28125,7618,2970,459,808,1039,664,4648
ACSSF,2010e1,dc,000,0055,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0055,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12012,3379,438,670,495,1776,8633
ACSSF,2010e1,dc,000,0055,0000015,,,,,,,,,,,,,,,,,,,,204733,49503,2444,1318,654,1039,581,811,472,1051,440,1009,345,419,583,531,22668,15138,155230,52929,15980,1436,982,756,341,630,1231,373,347,562,477,778,591,991,921,3159,2405,36949,10435,3485,596,929,324,1636,6950,204733,49503,3762,6057,1878,37806,155230,52929,15980,2418,4717,3281,5564,36949
