ACSSF,2010e1,dc,000,0092,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376,7684,4026,0,4026,57,786,1261,1004,701,217,3658,1754,1904,859,380,269,269,127,0,5692,2730,0,2730,0,199,482,621,910,518,2962,1565,1397,652,535,107,103,0,0
ACSSF,2010e1,dc,000,0092,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0092,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0092,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0092,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
