ACSSF,2010e1,dc,000,0006,0000001,61260,65599,62816,58046,45093,61604,32983,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,34671,3742,1822,29107,18872,1210,529,17133,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,35858,23496,4857,6192,612,571,130,18940,12574,2374,1604,930,1458,0,14870,9409,1956,2344,0,301,860,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,53543,4952,2351,46240,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,54798,36070,7231,7796,1542,2029,130,14870,9409,1956,2344,0,301,860
ACSSF,2010e1,dc,000,0006,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0006,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0006,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0006,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0006,0000006,61260,65599,62816,58046,45093,61604,32983,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,34671,3742,1822,29107,18872,1210,529,17133,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,35858,23496,4857,6192,612,571,130,18940,12574,2374,1604,930,1458,0,14870,9409,1956,2344,0,301,860,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,53543,4952,2351,46240,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,54798,36070,7231,7796,1542,2029,130,14870,9409,1956,2344,0,301,860
ACSSF,2010e1,dc,000,0006,0000007,61260,65599,62816,58046,45093,61604,32983,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,34671,3742,1822,29107,18872,1210,529,17133,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,35858,23496,4857,6192,612,571,130,18940,12574,2374,1604,930,1458,0,14870,9409,1956,2344,0,301,860,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,53543,4952,2351,46240,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,54798,36070,7231,7796,1542,2029,130,14870,9409,1956,2344,0,301,860
ACSSF,2010e1,dc,000,0006,0000008,61260,65599,62816,58046,45093,61604,32983,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,34671,3742,1822,29107,18872,1210,529,17133,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,35858,23496,4857,6192,612,571,130,18940,12574,2374,1604,930,1458,0,14870,9409,1956,2344,0,301,860,781201,28492,23648,729061,348089,7204,8929,331956,84493,1219,1519,81755,281625,13842,10450,257333,53543,4952,2351,46240,13451,1275,399,11777,784987,475116,115747,128295,31630,28999,5200,348253,203361,54316,52089,17940,17647,2900,84560,51331,11415,13468,5524,1958,864,282506,174945,40829,52598,6624,7064,446,54798,36070,7231,7796,1542,2029,130,14870,9409,1956,2344,0,301,860
ACSSF,2010e1,dc,000,0006,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
