ACSSF,2010e1,dc,000,0010,0000001,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,34644,16167,13074,4333,1070,18800,4929,6640,4872,2359,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,5054,1622,2746,282506,86358,1479,173020,21649,0,2024,1651,10764,35858,4501,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,110740,28900,7809,28635,30876,770117,4844,12132,27692,50062,76909,39773,131828,32788,54499,135053,144361,60176,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,53444,21096,19714,9205,3429,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,9422,282506,35858,18940,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,206960,770117,16976,27692,50062,76909,39773,131828,87287,135053,204537
ACSSF,2010e1,dc,000,0010,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0010,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0010,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0010,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0010,0000006,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,34644,16167,13074,4333,1070,18800,4929,6640,4872,2359,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,5054,1622,2746,282506,86358,1479,173020,21649,0,2024,1651,10764,35858,4501,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,110740,28900,7809,28635,30876,770117,4844,12132,27692,50062,76909,39773,131828,32788,54499,135053,144361,60176,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,53444,21096,19714,9205,3429,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,9422,282506,35858,18940,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,206960,770117,16976,27692,50062,76909,39773,131828,87287,135053,204537
ACSSF,2010e1,dc,000,0010,0000007,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,34644,16167,13074,4333,1070,18800,4929,6640,4872,2359,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,5054,1622,2746,282506,86358,1479,173020,21649,0,2024,1651,10764,35858,4501,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,110740,28900,7809,28635,30876,770117,4844,12132,27692,50062,76909,39773,131828,32788,54499,135053,144361,60176,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,53444,21096,19714,9205,3429,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,9422,282506,35858,18940,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,206960,770117,16976,27692,50062,76909,39773,131828,87287,135053,204537
ACSSF,2010e1,dc,000,0010,0000008,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,34644,16167,13074,4333,1070,18800,4929,6640,4872,2359,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,5054,1622,2746,282506,86358,1479,173020,21649,0,2024,1651,10764,35858,4501,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,110740,28900,7809,28635,30876,770117,4844,12132,27692,50062,76909,39773,131828,32788,54499,135053,144361,60176,779710,87588,241953,290753,159416,347844,4714,92793,158891,91446,84431,3023,20122,37294,23992,280540,56403,103683,81741,38713,53444,21096,19714,9205,3429,13451,2352,5641,3622,1836,784987,432813,348253,84560,59620,15518,9422,282506,35858,18940,14870,770117,12349,10185,28606,39025,62943,80490,107012,109710,112837,206960,770117,16976,27692,50062,76909,39773,131828,87287,135053,204537
ACSSF,2010e1,dc,000,0010,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,dc,000,0010,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
