ACSSF,2011m1,dc,000,0048,0000001,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,5996,3057,1899,3091,3759,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,3490,2247,1131,1851,2823,5357,470,448,919,1849,1785,2166,1908,1885,1862,1320,790,424,577,787,10741,819,712,1438,1768,2947,2992,3490,3851,4224,4062,1927,1405,1790,1645,3153,116,254,225,476,443,824,729,1415,1658,2153,297,334,1451,806,2345,281,363,164,444,723,743,539,875,1126,1035,430,345,481,608,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,9462,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,5735,5357,470,448,919,1849,1785,2166,1908,1885,1862,1993,10741,819,712,1438,1768,2947,2992,3490,3851,4224,5559,4008,324,444,277,716,934,1164,832,1694,1865,3101
ACSSF,2011m1,dc,000,0048,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0048,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0048,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0048,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0048,0000006,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,5996,3057,1899,3091,3759,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,3490,2247,1131,1851,2823,5357,470,448,919,1849,1785,2166,1908,1885,1862,1320,790,424,577,787,10741,819,712,1438,1768,2947,2992,3490,3851,4224,4062,1927,1405,1790,1645,3153,116,254,225,476,443,824,729,1415,1658,2153,297,334,1451,806,2345,281,363,164,444,723,743,539,875,1126,1035,430,345,481,608,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,9462,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,5735,5357,470,448,919,1849,1785,2166,1908,1885,1862,1993,10741,819,712,1438,1768,2947,2992,3490,3851,4224,5559,4008,324,444,277,716,934,1164,832,1694,1865,3101
ACSSF,2011m1,dc,000,0048,0000007,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,5996,3057,1899,3091,3759,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,3490,2247,1131,1851,2823,5357,470,448,919,1849,1785,2166,1908,1885,1862,1320,790,424,577,787,10741,819,712,1438,1768,2947,2992,3490,3851,4224,4062,1927,1405,1790,1645,3153,116,254,225,476,443,824,729,1415,1658,2153,297,334,1451,806,2345,281,363,164,444,723,743,539,875,1126,1035,430,345,481,608,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,9462,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,5735,5357,470,448,919,1849,1785,2166,1908,1885,1862,1993,10741,819,712,1438,1768,2947,2992,3490,3851,4224,5559,4008,324,444,277,716,934,1164,832,1694,1865,3101
ACSSF,2011m1,dc,000,0048,0000008,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,5996,3057,1899,3091,3759,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,3490,2247,1131,1851,2823,5357,470,448,919,1849,1785,2166,1908,1885,1862,1320,790,424,577,787,10741,819,712,1438,1768,2947,2992,3490,3851,4224,4062,1927,1405,1790,1645,3153,116,254,225,476,443,824,729,1415,1658,2153,297,334,1451,806,2345,281,363,164,444,723,743,539,875,1126,1035,430,345,481,608,14253,1691,1979,2916,3977,4342,4632,5268,6151,6277,9462,10435,1485,1628,2516,2813,3023,3434,3606,3756,3787,5735,5357,470,448,919,1849,1785,2166,1908,1885,1862,1993,10741,819,712,1438,1768,2947,2992,3490,3851,4224,5559,4008,324,444,277,716,934,1164,832,1694,1865,3101
ACSSF,2011m1,dc,000,0048,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0048,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
