ACSSF,2011m1,dc,000,0062,0000001,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000002,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000003,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000004,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000005,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000006,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000007,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000008,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000009,594,1726,595,628,257,533,494,517,775,433,311,597,388,386,305,1009,1041,968,1768,3517,3970,926,1243,1095,3132,3677,2896,3562,1988,1321,1718,2639,3166,687,292,140,97,7,253,478,895,985,186,297,337,903,1054,,,,,,,,3448,1953,637,1009,698,1245,2461,1631,903,400,454,310,587,1215,695,2979,775,694,366,2937,2971,594,1726,809,765,967,1524,1768
ACSSF,2011m1,dc,000,0062,0000010,,,,,,,,,,,,,,,,,,,,4865,2724,629,966,401,2533,3957,,,,,,,,,,,,,,,1240,632,200,295,185,577,1046,,,,,,,,,,,,,,,903,666,169,428,263,337,575,4464,2631,582,934,395,2501,3736,,,,,,,
ACSSF,2011m1,dc,000,0062,0000011,,,,,,,,,,,,,,,,,,,,3919,1459,656,579,202,878,3192,6553,3478,845,1464,1091,1397,4308,,,,,,,,,,,,,,,,,,,,,,3522,1678,532,908,647,786,2235,821,387,181,140,144,267,657,2838,1058,442,345,121,804,2395,3884,1709,666,961,454,864,2752
