ACSSF,2011m1,dc,000,0018,0000001,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000002,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000003,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000004,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000005,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000006,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000007,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000008,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000009,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
ACSSF,2011m1,dc,000,0018,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,2719,2316,1303,792,528,397,250,475,201,615,5813,5224,2719,1623,328,200,328,1594,1409,1230,2719,2316,1303,972,699,644
ACSSF,2011m1,dc,000,0018,0000011,3377,2728,726,200,726,200,2583,2183,1359,991,762,171,741,200,907,617,567,2596,1996,1262,1306,628,1603,1026,986,3933,3007,1775,1156,843,794,491,225,327,440,8819,6478,3933,3377,2821,2101,1758,2596,1584,1912,3933,3007,1775,1445,848,582
ACSSF,2011m1,dc,000,0018,0000012,2317,1310,145,145,200,200,1303,1006,827,1263,109,200,200,109,1253,768,934,1951,1360,1066,830,228,1429,1402,661,2479,1480,1744,585,757,593,461,152,186,514,6488,6502,2479,2317,1627,1209,1009,1951,1766,1084,2479,1480,1744,1134,841,531
ACSSF,2011m1,dc,000,0018,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7263,7337,1118,3396,3256,3319,391,2290,2318,430,1118,778,669,455,337,324
ACSSF,2011m1,dc,000,0018,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,4153,3385,1720,650,1135,667,338,297,315,482,7129,6304,4153,1800,1270,1115,850,1518,1041,947,4153,3385,1720,1372,824,629
ACSSF,2011m1,dc,000,0018,0000015,1866,3774,968,276,970,200,3746,3827,1507,3134,997,377,900,109,3026,2605,1188,3952,2516,2236,1566,1042,3309,2864,1342,5243,4510,2984,1642,1649,1215,737,638,692,1190,0,5243,5243,1866,3869,3475,2190,3952,3536,2241,5243,4510,2984,2349,1624,1394
