ACSSF,2011m1,dc,000,0100,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,227,2397,200,2397,200,200,200,133,169,53,154,250,655,390,602,374,539,769,650,923,1408,1693,1214,1850,2432,1775,2327,671,1104,345,257,804,387,599,226,514,355,533,806,275,761,103,276,241,419,449,569,349,2528,200,2528,63,200,56,164,121,52,136,120,148,118,560,758,745,821,877,1087,1238,1249,1582,1862,2496,1997,2541,1345,932,785,503,817,200,528,219,329,211,357,354,482,475,198,540,381,334,507,527
ACSSF,2011m1,dc,000,0100,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273,2461,1871,200,1871,200,200,200,200,135,200,200,150,227,271,61,154,290,289,246,486,497,718,459,1355,1781,1192,1619,535,1006,276,172,717,315,233,162,204,261,167,197,169,625,200,238,96,260,183,520,2764,2041,200,2041,200,200,200,104,200,200,126,200,200,95,449,280,517,332,588,756,480,673,726,1305,2236,1503,1712,996,661,443,276,618,106,357,193,167,160,256,243,169,168,155,363,354,296,324,448
