ACSSF,2011m1,dc,000,0095,0000001,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000002,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000003,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000004,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000005,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000006,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000007,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000008,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000009,414,470,3805,200,3805,200,191,512,330,1069,290,338,554,1005,1359,1165,1584,1136,1300,1127,1388,1714,1930,1876,2351,3767,3082,4049,1830,1578,1315,1692,1334,705,873,888,948,694,994,1226,955,938,561,644,834,871,738,926,454,4174,200,4174,397,195,124,214,752,222,743,574,792,765,1318,1046,1231,1597,1242,1351,1965,1810,2101,2338,4242,3499,3614,2132,1741,1592,1835,1727,1224,1175,898,1082,737,1021,783,1088,817,718,780,756,561,750,1044,1358,2344,3556,1481,1294,1514,641
ACSSF,2011m1,dc,000,0095,0000010,5207,2993,2209,200,2209,200,200,200,200,175,137,200,150,294,200,305,302,363,412,280,574,525,786,681,1473,1984,911,1890,907,1011,437,296,693,90,154,199,223,217,276,435,259,655,230,245,364,393,544,653,3276,2348,200,2348,200,200,200,104,179,200,220,139,175,113,512,269,520,334,612,816,753,755,764,1460,2666,1515,2222,934,814,556,504,645,429,570,460,375,250,395,341,468,322,440,585,623,517,407,743,5513,6788,15835,12276,2325,7267,4872
