ACSSF,2011m1,dc,000,0008,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
ACSSF,2011m1,dc,000,0008,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5813,377,701,300,221,222,387,1016,338,801,289,1445,120,265,1327,747,402,180,667,288,442,463,428,83,200,358,464,310,370,283,1275,5299
ACSSF,2011m1,dc,000,0008,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8819,1007,452,150,78,53,242,480,424,377,197,617,55,132,630,438,189,285,305,200,211,126,290,66,293,171,97,200,190,96,1575,8227
ACSSF,2011m1,dc,000,0008,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6488,1312,111,80,77,122,221,656,111,333,115,895,200,192,665,530,184,292,440,200,155,174,397,255,106,192,200,92,127,153,1025,6350
ACSSF,2011m1,dc,000,0008,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0008,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7129,846,234,153,303,156,374,605,201,415,245,919,200,140,805,436,196,307,631,198,434,151,353,46,311,270,268,305,344,178,1225,7159
ACSSF,2011m1,dc,000,0008,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1910,883,349,400,323,624,1484,636,1112,423,1872,132,368,1771,1036,478,526,1074,381,707,462,777,280,540,521,545,485,608,391,2809,5730
