ACSSF,2011m1,dc,000,0055,0000001,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,3200,1162,3491,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000002,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000003,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000004,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000005,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000006,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000007,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000008,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000009,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
ACSSF,2011m1,dc,000,0055,0000010,2475,1784,1566,846,650,427,437,219,2349,2072,1137,467,295,119,200,200,,,,2475,1784,1566,846,650,634,2349,2072,1137,467,295,119
ACSSF,2011m1,dc,000,0055,0000011,2856,2240,1448,1108,828,795,507,363,2172,2075,1294,461,195,70,103,115,,,,2856,2240,1448,1108,828,1056,2172,2075,1294,461,195,152
ACSSF,2011m1,dc,000,0055,0000012,2228,1715,1318,947,757,635,260,164,2007,1804,864,541,203,250,200,200,,,,2228,1715,1318,947,757,716,2007,1804,864,541,203,250
ACSSF,2011m1,dc,000,0055,0000013,2886,2597,1935,1467,1096,995,667,240,2248,2243,722,198,53,200,200,200,,,,2886,2597,1935,1467,1096,1106,2248,2243,722,198,53,200
ACSSF,2011m1,dc,000,0055,0000014,3338,2095,1707,1147,617,394,242,168,2824,2811,1746,745,295,117,200,200,,,,3338,2095,1707,1147,617,492,2824,2811,1746,745,295,117
ACSSF,2011m1,dc,000,0055,0000015,3200,3666,3416,1996,1502,1508,976,599,3878,3974,2401,984,491,277,103,115,,,,3200,3666,3416,1996,1502,1657,3878,3974,2401,984,491,314
