ACSSF,2011m1,dc,000,0058,0000001,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,1.6,0.9,,,,,,,,,,,,,,,,,,,414,470,3621,3641,1041,3566,454,3474,3437,913,3208,414,470,3621,3641,303,3680,454,3474,3437,504,3487,414,470,3621,3641,1231,3691,454,3474,3437,755,3417,1.0,1.3,1.4,1.6,5.4,1.1,1.3,3.2,6.3,414,470,3621,3641,3468,1733,517,454,3474,3437,3766,1640,580
ACSSF,2011m1,dc,000,0058,0000002,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000003,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000004,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000005,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000006,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000007,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000008,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000009,911,5811,3679,3260,3461,2046,2885,3504,3657,4146,1880,3501,6368,3536,3513,3295,943,1532,3462,2897,2699,940,1961,1956,1326,1134,919,463,644,1268,1023,1025,280,711,2464,1268,415,366,161,1182,1784,987,976,294,1354,3673,2353,2075,2055,805,1117,2512,1930,1931,633,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000010,5128,4236,2457,1917,1917,571,1519,2834,2232,2151,311,1729,3397,1893,1783,1776,167,851,1758,1589,1587,225,1157,377,61,61,61,200,200,373,373,373,200,200,943,266,161,161,200,203,889,300,281,108,819,1378,808,552,552,200,428,1011,841,828,185,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0058,0000011,6636,4972,3616,3109,2861,971,1643,2765,2401,2394,766,1549,3198,1660,1641,1492,595,689,1761,1516,1404,595,741,917,703,678,668,83,129,622,588,588,200,237,1017,522,157,117,112,504,900,471,471,174,730,1482,842,821,770,336,257,1084,934,882,403,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
