ACSSF,2011m1,dc,000,0028,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5741,4575,4024,3249,3249,200,2360,200,2360,200,2360,1007,884,1260,599,1150,200,200,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,5741,4575,4024,3249,2360,200,2360,200,2360,1150,200,1150,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8805,8199,2899,2408,2408,200,1653,200,1653,200,1653,567,120,1530,596,740,200,200,740,,,,,,,,,,,,,,,,,,,,,,,,,,,8805,8199,2899,2408,1653,200,1653,200,1653,740,200,740,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6412,5169,3574,2470,2470,200,2136,200,2136,200,2136,518,640,1853,395,737,200,200,737,,,,,,,,,,,,,,,,,,,,,,,,,,,6412,5169,3574,2470,2136,200,2136,200,2136,737,200,737,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7106,6636,3672,2610,2610,200,2732,200,2732,200,2732,977,1048,1728,1235,533,200,200,533,,,,,,,,,,,,,,,,,,,,,,,,,,,7106,6636,3672,2610,2732,200,2732,200,2732,533,200,533,,,,,,,,,
ACSSF,2011m1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,6073,200,4295,200,4295,200,4295,1534,1420,3350,1557,1786,200,200,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,6701,6615,6073,4295,200,4295,200,4295,1786,200,1786,,,,,,,,,
