ACSSF,2013m1,dc,000,0113,0000001,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000002,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000003,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000004,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000005,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000006,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000007,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000008,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000009,853,2631,2093,4055,3868,4056,5465,11201,8769,5214,7332,10227,3333,5736,3494,15514,10457,1131,5016,7989,7715,8069,3502,3622,3369,1809,8423,1503,4239,662,14650,23648,3570,4999,5442,5343,853,1767,2760,3380,4670,6003,6823,4260,15390,7812,10778,6038,19720,2358,8803,67930,83567,3024,2369,9582,16020,11109,28294,2621,6434,5718,5821,11155,6089,5030,662,15333,30602,5545,7997,8127,4745,1778,2986,3466,4180,5723,8530,10695,21288,16080,6779,9987,21754,16557,7336,4248,2653,13765,1641,4867,6206,5397,40729,5404,1820,4408,2422,7957,2241,49450,.,33483,79616,27252,5415,9823,12567,2241,1599,1848,862,1186,704,127,1713,2468,1098,1608,251,287,1531,1155,1442,1354,690,969,593,1115,1146,1354,890,149,349
ACSSF,2013m1,dc,000,0113,0000010,6243,11859,13001,10518,7188,11847,27977,70255,6055,12471,14377,17934,10900,25836,69151,50680,.,9518,29651,19706,15183,108858,2983,42848,18483,17362,12331,22157,48590,.,47400,.,12428,.,10921,.,6243,10011,12573,19719,21422,21186,10443,14915,27729,52883,46483,1794,81833,7843,104167,99840,99840,.,22684,.,40045,16562,.,3585,.,10716,36489,57238,20170,176833,.,.,.,12428,.,10921,.,9071,6080,8169,10348,9464,23648,54464,21518,32659,12383,42070,37009,26830,14482,34359,59001,.,10919,32430,75471,.,.,9380,42848,20988,14045,9963,13266,24327,.,.,.,.,.,.,.,2743,1889,1781,469,836,143,115,2003,1852,547,845,260,203,,,,,,,,,,,,,
