ACSSF,2013m1,dc,000,0027,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,4438,3532,3213,3213,203,1927,203,1927,203,1927,1531,358,1165,487,1284,203,203,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,4438,3532,3213,1927,203,1927,203,1927,1284,203,1284,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7252,6871,2571,2006,2006,203,1632,203,1632,203,1632,1343,242,689,658,778,203,203,778,,,,,,,,,,,,,,,,,,,,,,,,,,,7252,6871,2571,2006,1632,203,1632,203,1632,778,203,778,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274,4740,2956,2853,2853,203,1669,203,1669,203,1669,571,203,1519,263,550,203,203,550,,,,,,,,,,,,,,,,,,,,,,,,,,,5274,4740,2956,2853,1669,203,1669,203,1669,550,203,550,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7404,7606,3038,2856,1220,203,1220,203,1220,235,203,235,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7204,6335,3788,3068,3068,203,2357,203,2357,203,2357,1316,433,1644,719,1263,107,203,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,7204,6335,3788,3068,2357,203,2357,203,2357,1263,107,1268,,,,,,,,,
ACSSF,2013m1,dc,000,0027,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,5785,203,3601,203,3601,203,3601,2463,739,2464,1317,2078,107,203,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,6417,6250,5785,3601,203,3601,203,3601,2078,107,2087,,,,,,,,,
