ACSSF,2013m1,dc,000,0121,0000001,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000002,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000003,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000004,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000005,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000006,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000007,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000008,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000009,4763,282,1701,1205,819,1802,1602,1740,2117,3891,4465,3004,2281,3545,5209,174,859,1021,308,850,699,1542,1570,3608,3317,1453,1810,3147,3994,203,319,105,214,442,249,184,507,1417,2036,2719,1128,990,4056,203,226,463,395,1711,808,834,1168,1599,1579,947,953,1302,1896,164,1588,203,50,77,276,63,230,324,276,312,643,308,1788,203,210,403,312,488,1160,246,75,576,490,425,641,341
ACSSF,2013m1,dc,000,0121,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
