ACSSF,2013m1,dc,000,0049,0000001,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,3451,2355,2139,978,680,3033,1751,1775,1080,817,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1309,523,830,8284,4662,772,6922,2523,95,1047,659,2261,3659,1294,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,13877,1980,2151,2916,4104,4777,3226,6272,3015,3830,5717,6044,3888,13648,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,4569,2877,2667,1558,1108,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1537,8284,3659,3021,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,13877,3141,2916,4104,4777,3226,6272,4831,5717,7578
ACSSF,2013m1,dc,000,0049,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0049,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0049,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0049,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0049,0000006,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,3451,2355,2139,978,680,3033,1751,1775,1080,817,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1309,523,830,8284,4662,772,6922,2523,95,1047,659,2261,3659,1294,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,13877,1980,2151,2916,4104,4777,3226,6272,3015,3830,5717,6044,3888,13648,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,4569,2877,2667,1558,1108,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1537,8284,3659,3021,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,13877,3141,2916,4104,4777,3226,6272,4831,5717,7578
ACSSF,2013m1,dc,000,0049,0000007,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,3451,2355,2139,978,680,3033,1751,1775,1080,817,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1309,523,830,8284,4662,772,6922,2523,95,1047,659,2261,3659,1294,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,13877,1980,2151,2916,4104,4777,3226,6272,3015,3830,5717,6044,3888,13648,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,4569,2877,2667,1558,1108,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1537,8284,3659,3021,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,13877,3141,2916,4104,4777,3226,6272,4831,5717,7578
ACSSF,2013m1,dc,000,0049,0000008,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,3451,2355,2139,978,680,3033,1751,1775,1080,817,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1309,523,830,8284,4662,772,6922,2523,95,1047,659,2261,3659,1294,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,13877,1980,2151,2916,4104,4777,3226,6272,3015,3830,5717,6044,3888,13648,13462,5395,7500,9077,7302,10513,1037,4353,6390,5439,4666,800,2532,2931,2222,8064,4740,5385,4799,3457,4569,2877,2667,1558,1108,2095,967,1277,1138,511,13648,11143,10568,4666,4055,2119,1537,8284,3659,3021,2265,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,13877,3141,2916,4104,4777,3226,6272,4831,5717,7578
ACSSF,2013m1,dc,000,0049,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0049,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0049,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
