ACSSF,2013m1,dc,000,0007,0000001,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000002,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000003,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000004,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000005,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000006,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000007,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000008,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000009,0,203,166,203,1847,948,589,144,159,313,216,317,194,264,269,698,203,546,780,203,350,679,1169,252,203,874,203,203,202,203,633,50,270,689,1332,2612,203,2334,412,1180,672,2348,203,834,609,641,147,617,2905,199,2068,559,674,203,135,203,68,774,909,137,1863,657,269,1832,271,741,949,775,134,450,304,83,4020,141,2311,330,144,203,2118,367,64,203,23,147,203,203,2173,1053,976,492,637,359,619,1904,636,203,203,203,256,203,648,1156,932,203,490,375,116,7347,8086,0,1847,948,1169,633,270,689,2612,2334,1180,672,2348,834,641,2905,2068,674,909,1863,657,1832,741,949,450,4020,976,492,359,619,1904,7491,8086
ACSSF,2013m1,dc,000,0007,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,739,568,819,210,200,305,1354,1161,883,358,1794,489,394,1653,1233,187,469,1399,439,1075,531,630,171,662,566,356,248,292,480,3220,2823
