ACSSF,2013m1,dc,000,0099,0000001,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000002,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000003,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000004,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000005,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000006,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000007,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000008,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000009,3228,2327,1500,1981,3443,2255,3235,3228,2327,2015,718,1962,674,1897,196,2099,789,1191,354,1121,1672,3443,2448,2181,1795,1071,1610,301,3966,2476,1906,1227,1358,4215,3228,2327,2110,1963,3443,2239,3536,3161,890,3068,3540,2151,3812,,,,1155,258,1135,,,,1643,572,1691,1542,241,1542,2547,477,2637,1594,1029,1828,4214,2160,1019,577,791,579,581,152,328,270,235,1994,722,539,509,285,120,1935,1465,1297,800,244,3691,3070,987,1563,2683,2553,595,913,894,158,2262,1531,332,1257,963,318,1915,799,1830,1124,570,3383,1911,3252,3228,2327,1987,1970,3443,2485,4010,3228,2327,3443
ACSSF,2013m1,dc,000,0099,0000010,1928,334,165,296,1874,1268,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,334,244,239,1874,824,1966,1876,304,1895,,,,,,,897,203,897,,,,,,,623,150,604,1684,304,1726,1091,203,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10652,30393,10370,1928,334,139,301,1874,1045,2150,1928,334,1874
