ACSSF,2013m1,dc,000,0047,0000001,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,3047,1767,1114,2303,1850,4666,739,450,972,1256,1753,1837,1623,1713,1516,1540,608,417,741,646,8284,732,926,1446,1895,2428,2442,3084,3371,3428,3987,1826,698,1707,1919,3659,325,264,271,757,471,809,756,1230,1704,1853,750,563,1091,928,3021,246,222,295,443,404,754,940,1045,975,1603,238,181,688,816,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,4497,4666,739,450,972,1256,1753,1837,1623,1713,1516,1916,8284,732,926,1446,1895,2428,2442,3084,3371,3428,4645,4633,407,342,414,891,712,1153,1284,1503,1868,3326
ACSSF,2013m1,dc,000,0047,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0047,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0047,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0047,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0047,0000006,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,3047,1767,1114,2303,1850,4666,739,450,972,1256,1753,1837,1623,1713,1516,1540,608,417,741,646,8284,732,926,1446,1895,2428,2442,3084,3371,3428,3987,1826,698,1707,1919,3659,325,264,271,757,471,809,756,1230,1704,1853,750,563,1091,928,3021,246,222,295,443,404,754,940,1045,975,1603,238,181,688,816,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,4497,4666,739,450,972,1256,1753,1837,1623,1713,1516,1916,8284,732,926,1446,1895,2428,2442,3084,3371,3428,4645,4633,407,342,414,891,712,1153,1284,1503,1868,3326
ACSSF,2013m1,dc,000,0047,0000007,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,3047,1767,1114,2303,1850,4666,739,450,972,1256,1753,1837,1623,1713,1516,1540,608,417,741,646,8284,732,926,1446,1895,2428,2442,3084,3371,3428,3987,1826,698,1707,1919,3659,325,264,271,757,471,809,756,1230,1704,1853,750,563,1091,928,3021,246,222,295,443,404,754,940,1045,975,1603,238,181,688,816,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,4497,4666,739,450,972,1256,1753,1837,1623,1713,1516,1916,8284,732,926,1446,1895,2428,2442,3084,3371,3428,4645,4633,407,342,414,891,712,1153,1284,1503,1868,3326
ACSSF,2013m1,dc,000,0047,0000008,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,4945,2829,1627,3384,2997,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,3047,1767,1114,2303,1850,4666,739,450,972,1256,1753,1837,1623,1713,1516,1540,608,417,741,646,8284,732,926,1446,1895,2428,2442,3084,3371,3428,3987,1826,698,1707,1919,3659,325,264,271,757,471,809,756,1230,1704,1853,750,563,1091,928,3021,246,222,295,443,404,754,940,1045,975,1603,238,181,688,816,13877,1946,1775,2500,3201,4326,4938,5077,4704,5274,6455,10568,1476,1414,1812,2094,2396,3664,3525,3188,2742,4497,4666,739,450,972,1256,1753,1837,1623,1713,1516,1916,8284,732,926,1446,1895,2428,2442,3084,3371,3428,4645,4633,407,342,414,891,712,1153,1284,1503,1868,3326
ACSSF,2013m1,dc,000,0047,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2013m1,dc,000,0047,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
